Exported data,,,,,,,,,,,,,,,,,,,,,,,
Parameter,Value,Time (s),HRR (kW/m²),EHC (MJ/kg),SEA (m²/kg),MLR (g/s),Specific MLR (g/s·m²),COY (kg/kg),CO2Y (kg/kg),THR (MJ/m²),MFR (g/s),k (1/m),V stack (l/s),V smoke (l/s),SPR (m²/s),RSR ((m²/s)/m²),TSP (m²),TSR (m²/m²),COP (g/s),CO2P (g/s),O2C (g/s),TOC (g),ARHE(kW/m²)
,,757,19.05634061,7.125442358,-28.09665678,0.075830167,2.674408079,0,0,60.96302391,22.75044014,-0.086981767,24.00680238,24.49449179,-0.002130574,-0.075141926,2.4912455,87.86222404,0,0,0.032863342,107.705381,80.53239618
,,758,19.02793295,0,0,-0.024700167,-0.871135172,0,0,60.98206604,22.74250038,-0.069595977,23.99591283,24.48471989,-0.001704038,-0.060098681,2.4912455,87.86222404,0,0,0.032814259,107.7382198,80.45127446
,,759,19.02917164,0,-241.6094289,0.005120167,0.180580047,0,0,61.00109459,22.74398088,-0.050522501,23.99837648,24.48573423,-0.001237081,-0.043629842,2.4912455,87.86222404,0,0,0.032816395,107.7710351,80.37034861
,,760,19.04925826,6.949514904,-36.92925537,0.077720917,2.741091792,0,0,61.02013381,22.71597644,-0.11736155,23.96998524,24.45584246,-0.002870176,-0.101226479,2.4912455,87.86222404,0,0,0.032851222,107.8038689,80.28964975
,,761,19.13250568,0,0,-0.051409833,-1.813142179,0,0,61.03922469,22.75213419,-0.052557235,24.00717274,24.49367447,-0.00128732,-0.0454017,2.4912455,87.86222404,0,0,0.032995012,107.836792,80.20923087
,,762,19.25797693,24.81984278,-48.778647,0.022000167,0.775910512,0,0,61.05841993,22.83755416,-0.043650725,24.09588203,24.5846629,-0.001073138,-0.037847865,2.4912455,87.86222404,0,0,0.033211625,107.8698954,80.12916002
,,763,18.97673529,7.20925501,-40.75208727,0.0746355,2.632274106,0,0,61.07753729,22.85314427,-0.123627874,24.11233113,24.60248097,-0.003041552,-0.107270664,2.4912455,87.86222404,0,0,0.032725358,107.9028639,80.04919697
,,764,18.66345126,0,0,-0.03200625,-1.128808986,0,0,61.09635738,22.71638506,-0.045009513,23.96919435,24.45615374,-0.00110076,-0.038822021,2.4912455,87.86222404,0,0,0.032184263,107.9353187,79.96905416
,,765,18.70100233,10.52589737,-46.74328376,0.050375583,1.776665844,0,0,61.11503961,22.69733963,-0.096361852,23.95192624,24.43622807,-0.00235472,-0.083047196,2.4912455,87.86222404,0,0,0.032249242,107.9675354,79.88894066
,,766,18.85994318,37.0911053,-166.8113858,0.014417333,0.50847617,0,0,61.13382008,22.75837535,-0.098162491,24.01511136,24.49994229,-0.002404975,-0.084819615,2.4912455,87.86222404,0,0,0.032523789,107.9999219,79.8091646
,,767,18.91096838,0,0,-0.0511855,-1.805230303,0,0,61.15270554,22.74361361,-0.000845656,23.99605708,24.47954319,-2.07E-05,-0.0007301,2.4912455,87.86222404,0,0,0.03261205,108.0324899,79.72973343
,,768,18.82318429,5.633791759,-26.8877549,0.094734167,3.34112177,0,0,61.17157261,22.67641937,-0.104353602,23.925291,24.40921066,-0.002547189,-0.089835263,2.4912455,87.86222404,0,0,0.032460531,108.0650261,79.65048517
,,769,18.68744578,0,0,-0.00134825,-0.04755061,0,0,61.19032793,22.68243616,-0.070319888,23.93151071,24.41607256,-0.001716935,-0.060553554,2.4912455,87.86222404,0,0,0.032225858,108.0973693,79.5712977
,,770,18.7250847,0,0,-0.028623167,-1.009493076,0,0,61.20903419,22.71234211,-0.034459858,23.96177737,24.44594917,-0.000842404,-0.029710233,2.4912455,87.86222404,0,0,0.03229082,108.1296277,79.4922522
,,771,18.76237678,5.762283638,-26.09108706,0.0923225,3.256066164,0,0,61.22777792,22.74541768,-0.098395083,23.99609285,24.48084094,-0.002408794,-0.084954306,2.4912455,87.86222404,0,0,0.032355171,108.1619507,79.41346034
,,772,18.88550982,0,0,-0.039067667,-1.377853801,0,0,61.24660187,22.73936731,-0.066777567,23.98719882,24.47201112,-0.001634181,-0.057634949,2.4912455,87.86222404,0,0,0.032568054,108.1944123,79.33497651
,,773,18.87652222,0,-788.9928673,0.001287,0.045390421,0,0,61.26548288,22.74067593,-0.041498062,23.98645446,24.4694274,-0.001015434,-0.035812718,2.4912455,87.86222404,0,0,0.032552512,108.2269726,79.25676958
,,774,18.79367763,7.852953987,-30.67988508,0.06785675,2.393198491,0,0,61.28431798,22.75696707,-0.08502112,24.00215607,24.48611935,-0.002081837,-0.073423055,2.4912455,87.86222404,0,0,0.032409241,108.2594534,79.17870541
,,775,18.70005032,0,0,-0.0453265,-1.598592791,0,0,61.30306485,22.72159391,-0.087519338,23.96323906,24.44632141,-0.002139526,-0.075457638,2.4912455,87.86222404,0,0,0.032247512,108.2917818,79.10072884
,,776,18.59951008,11.60063151,-3.682080743,0.0454605,1.603318756,0,0,61.32171463,22.82102392,-0.006818459,24.06364407,24.54942193,-0.000167389,-0.005903549,2.4912455,87.86222404,0,0,0.032073376,108.3239423,79.02282813
,,777,18.44096868,12.06795269,-58.24994377,0.043327583,1.528094214,0,0,61.34023487,22.78502079,-0.102970401,24.02355161,24.51024044,-0.002523829,-0.089011402,2.4912455,87.86222404,0,0,0.03179945,108.3558787,78.94496122
,,778,18.49313951,0,0,-0.031757417,-1.120033035,0,0,61.35870192,22.7707087,-0.057137523,24.00684973,24.49200787,-0.001399413,-0.049355035,2.4912455,87.86222404,0,0,0.031889677,108.3877232,78.86722612
,,779,18.52026458,9.153318289,-20.19930597,0.05736975,2.023338859,0,0,61.37720862,22.72477763,-0.047414957,23.95726706,24.44015972,-0.001158829,-0.040870041,2.4912455,87.86222404,0,0,0.03193672,108.4196364,78.78974149
,,780,18.57019542,50.7389592,-381.9800101,0.010377417,0.365994804,0,0,61.39575385,22.8252516,-0.161496703,24.06144534,24.54518049,-0.003963966,-0.139802699,2.4912455,87.86222404,0,0,0.032022689,108.4516161,78.71250494
,,781,18.50615631,0,0,-0.009187333,-0.324022478,0,0,61.41429203,22.7599223,-0.046205535,23.9894202,24.47473518,-0.001130868,-0.039883904,2.4912455,87.86222404,0,0,0.031912214,108.4835836,78.63545714
,,782,18.48100221,13.10320664,-41.5448936,0.039991,1.410418283,0,0,61.43278561,22.78182587,-0.067816087,24.01289404,24.49893409,-0.001661422,-0.058595678,2.4912455,87.86222404,0,0,0.03186866,108.515474,78.55854937
,,783,18.59160189,0,0,-0.001644583,-0.05800181,0,0,61.45132191,22.82571073,-0.124794779,24.05953808,24.54625588,-0.003063245,-0.108035712,2.4912455,87.86222404,0,0,0.03205969,108.5474382,78.48189261
,,784,18.6282904,0,0,-0.000362583,-0.012787731,0,0,61.46993186,22.84391823,-0.045509124,24.07601321,24.56357201,-0.001117867,-0.03942536,2.4912455,87.86222404,0,0,0.032123047,108.5795296,78.40552533
,,785,18.60000147,39.71093952,-109.712939,0.013280583,0.468384825,0,0,61.488546,22.75576041,-0.059540647,23.98503349,24.47154833,-0.001457052,-0.051387876,2.4912455,87.86222404,0,0,0.032074447,108.6116283,78.32935797
,,786,18.54135896,13.6841952,-72.94442573,0.038418167,1.35494698,0,0,61.50711668,22.77852509,-0.11440667,24.01018883,24.49499755,-0.002802391,-0.098835829,2.4912455,87.86222404,0,0,0.031973001,108.6436521,78.25332911
,,787,18.4979704,28.7900017,-69.85146644,0.018217833,0.642513696,0,0,61.52563635,22.7498548,-0.052015899,23.97945299,24.46448888,-0.001272542,-0.044880524,2.4912455,87.86222404,0,0,0.031898098,108.6755876,78.17742865
,,788,18.55221563,0,0,-0.016177167,-0.570542663,0,0,61.54416144,22.81656866,-0.017119212,24.04757615,24.53293616,-0.000419985,-0.01481218,2.4912455,87.86222404,0,0,0.031991639,108.7075325,78.10172772
,,789,18.30344693,8.671977423,-51.32503598,0.059845167,2.110642825,0,0,61.56258927,22.77366779,-0.125442432,23.99958799,24.48577639,-0.003071555,-0.108328819,2.4912455,87.86222404,0,0,0.031561783,108.7393092,78.0260954
,,790,18.32763099,17.58430534,-68.44330124,0.029552583,1.042272107,0,0,61.58090481,22.76510622,-0.082638331,23.99075892,24.47624889,-0.002022676,-0.071336544,2.4912455,87.86222404,0,0,0.031603613,108.7708919,77.95051242
,,791,18.28547251,0,0,-0.032245833,-1.137258705,0,0,61.59921136,22.73876771,-0.03919469,23.96409686,24.44851008,-0.000958252,-0.033796,2.4912455,87.86222404,0,0,0.03153083,108.8024591,77.87510918
,,792,18.23494119,9.063568353,-50.35768046,0.05704525,2.011894265,0,0,61.61747157,22.79599269,-0.117205217,24.02427645,24.50971512,-0.002872666,-0.101314329,2.4912455,87.86222404,0,0,0.031443301,108.8339462,77.79983784
,,793,18.18379918,0,-113.9020843,0.004950417,0.174593238,0,0,61.63568094,22.75928397,-0.023043458,23.98410767,24.46953792,-0.000563863,-0.019886534,2.4912455,87.86222404,0,0,0.031355026,108.8653453,77.72469223
,,794,18.17191269,0,0,-0.01703675,-0.600858785,0,0,61.6538588,22.74440655,-0.04297557,23.96823641,24.45328493,-0.001050894,-0.037063337,2.4912455,87.86222404,0,0,0.03133453,108.8966901,77.64969622
,,795,18.27060552,7.830358137,-31.57823659,0.0661585,2.333303943,0,0,61.67208005,22.76090657,-0.085375186,23.98485091,24.47044466,-0.002089169,-0.073681624,2.4912455,87.86222404,0,0,0.03150506,108.9281099,77.57494346
,,796,18.36087002,0,0,-0.0287255,-1.013102208,0,0,61.69039579,22.73810216,-0.03314434,23.96139965,24.44631373,-0.000810257,-0.028576459,2.4912455,87.86222404,0,0,0.031661155,108.959693,77.50049723
,,797,18.3548479,17.9244479,-90.05298674,0.029034833,1.024011897,0,0,61.70875365,22.81189504,-0.106606101,24.04019598,24.52649,-0.002614673,-0.09221533,2.4912455,87.86222404,0,0,0.031650502,108.9913488,77.42629065
,,798,18.23694234,6.345139419,-30.60181961,0.081493917,2.874159437,0,0,61.72704955,22.74508149,-0.101970444,23.97171687,24.45671539,-0.002493862,-0.087954509,2.4912455,87.86222404,0,0,0.031446927,109.0228976,77.35219241
,,799,18.1348498,0,0,-0.052716583,-1.859229151,0,0,61.74523544,22.73786223,-0.06159406,23.96217689,24.44547636,-0.001505696,-0.053103482,2.4912455,87.86222404,0,0,0.031270491,109.0542563,77.27814198
,,800,18.23830462,19.08934958,-78.80110029,0.027089917,0.955417813,0,0,61.76342202,22.78757486,-0.087139427,24.01353395,24.49769651,-0.002134715,-0.075287975,2.4912455,87.86222404,0,0,0.031449142,109.0856161,77.20427752
,,801,18.18080655,12.08549164,-42.74585787,0.042654333,1.504349768,0,0,61.78163158,22.74191975,-0.074573518,23.96542263,24.44964543,-0.001823296,-0.064304721,2.4912455,87.86222404,0,0,0.03134991,109.1170156,77.13062619
,,802,18.06839786,0,0,-0.04303675,-1.517836989,0,0,61.79975618,22.72168918,-0.033022314,23.94455399,24.43008306,-0.000806738,-0.028452348,2.4912455,87.86222404,0,0,0.031155689,109.1482684,77.05705259
,,803,17.94777172,8.542968703,-35.53699074,0.059568417,2.100882298,0,0,61.81776426,22.75867787,-0.086507758,23.98591763,24.47043281,-0.002116882,-0.074659035,2.4912455,87.86222404,0,0,0.030947087,109.1793198,76.98351714
,,804,17.88717606,31.99291329,-159.6997265,0.015852667,0.55909807,0,0,61.83568174,22.77844613,-0.103384732,24.00417208,24.48781822,-0.002531667,-0.089287809,2.4912455,87.86222404,0,0,0.030842298,109.2102145,76.91005191
,,805,17.9172209,0,-119.8210446,0.005759083,0.203113611,0,0,61.85358393,22.82972914,-0.028118992,24.05537051,24.54068728,-0.000690059,-0.024337285,2.4912455,87.86222404,0,0,0.030894062,109.2410827,76.83675023
,,806,17.93825934,5.207096805,-27.88421786,0.0976785,3.444963674,0,0,61.87151167,22.8010706,-0.111133463,24.02265561,24.50826697,-0.002723689,-0.096060118,2.4912455,87.86222404,0,0,0.030930513,109.271995,76.76366213
,,807,17.9503653,0,0,-0.026007833,-0.917254473,0,0,61.88945599,22.74896639,-0.066919834,23.9696278,24.45239036,-0.00163635,-0.05771143,2.4912455,87.86222404,0,0,0.030951601,109.302936,76.6907757
,,808,17.998305,0,0,-0.00054375,-0.019177188,0,0,61.90743032,22.741127,-0.046338594,23.95924293,24.4426118,-0.001132636,-0.03994626,2.4912455,87.86222404,0,0,0.031034481,109.3339291,76.61810683
,,809,17.93859344,7.19405216,-39.45792492,0.070701583,2.493531189,0,0,61.92539877,22.76128471,-0.114048737,23.97880478,24.46092649,-0.002789738,-0.098389566,2.4912455,87.86222404,0,0,0.030931216,109.3649119,76.54561035
,,810,17.82754562,0,0,-0.04620575,-1.629602525,0,0,61.94328184,22.70250968,-0.035159066,23.91296475,24.39711979,-0.00085778,-0.03025252,2.4912455,87.86222404,0,0,0.030739479,109.3957472,76.47318746
,,811,17.81225384,13.83170703,-63.34175629,0.036513833,1.287784204,0,0,61.96110174,22.69598242,-0.094829651,23.90576816,24.38952695,-0.00231285,-0.081570513,2.4912455,87.86222404,0,0,0.030713071,109.4264735,76.40086528
,,812,17.92443851,18.87843629,-67.90377148,0.026921167,0.949466272,0,0,61.97897009,22.72834773,-0.074852372,23.93728457,24.42205498,-0.001828049,-0.064472341,2.4912455,87.86222404,0,0,0.030906857,109.4572835,76.3287809
,,813,18.05267355,0,0,-0.048026417,-1.693814512,0,0,61.99695864,22.80961614,-0.01305795,24.02300487,24.51021905,-0.000320053,-0.011287762,2.4912455,87.86222404,0,0,0.031128229,109.488301,76.2570217
,,814,17.93188947,6.077853326,-28.40427088,0.083654667,2.950365616,0,0,62.01495092,22.80736031,-0.096948984,24.02146853,24.5092803,-0.00237615,-0.083802984,2.4912455,87.86222404,0,0,0.030919484,109.5193249,76.1854434
,,815,17.81823449,31.70610079,-133.9709423,0.015934417,0.561981261,0,0,62.03282599,22.81281967,-0.087084275,24.02631421,24.51359683,-0.002134749,-0.075289159,2.4912455,87.86222404,0,0,0.030723042,109.5501462,76.11389692
,,816,17.73178408,0,0,-0.025869417,-0.91237274,0,0,62.050601,22.83999526,-0.04799035,24.05506471,24.54247511,-0.001177802,-0.041539182,2.4912455,87.86222404,0,0,0.030573554,109.5807944,76.04240318
,,817,17.6798855,6.83361091,-24.63645602,0.073357333,2.587195222,0,0,62.06830683,22.85663454,-0.073581144,24.07187731,24.56151957,-0.001807265,-0.063739321,2.4912455,87.86222404,0,0,0.030483813,109.6113231,75.97099979
,,818,17.63280303,0,0,-0.024273583,-0.856090264,0,0,62.08596317,22.75457646,-0.097548607,23.96355545,24.44952956,-0.002385018,-0.084115735,2.4912455,87.86222404,0,0,0.030402759,109.6417664,75.89971048
,,819,17.59112714,0,0,-0.000158667,-0.005595918,0,0,62.10357514,22.63194948,-0.023807238,23.83338786,24.31738381,-0.00057893,-0.020417922,2.4912455,87.86222404,0,0,0.030331112,109.6721334,75.82854107
,,820,17.69274774,9.460570807,-41.40777441,0.053026417,1.870156474,0,0,62.12121708,22.69297693,-0.090060105,23.89720524,24.3804502,-0.002195706,-0.077439017,2.4912455,87.86222404,0,0,0.030506545,109.7025522,75.7575818
,,821,17.69121289,0,0,-0.015499417,-0.54663951,0,0,62.13890906,22.73294612,-0.117199772,23.93742883,24.42152493,-0.002862197,-0.100945093,2.4912455,87.86222404,0,0,0.030503769,109.7330573,75.68685634
,,822,17.60846213,14.40542249,-4.117043177,0.0346585,1.22234958,0,0,62.1565589,22.7502242,-0.005838874,23.95368992,24.43802513,-0.000142691,-0.005032466,2.4912455,87.86222404,0,0,0.030360707,109.7634896,75.6162517
,,823,17.59315054,20.28868431,-122.5860605,0.024586917,0.867141027,0,0,62.1741597,22.75858419,-0.123294451,23.95978574,24.44565213,-0.003014013,-0.106299402,2.4912455,87.86222404,0,0,0.030334221,109.793837,75.54575905
,,824,17.68409216,45.96094404,-157.3698448,0.010909583,0.384763467,0,0,62.19179832,22.82076346,-0.070046161,24.02343763,24.51011455,-0.001716839,-0.060550167,2.4912455,87.86222404,0,0,0.030491193,109.8242497,75.4754834
,,825,17.75667375,23.94942177,-17.14826657,0.021022333,0.741423903,0,0,62.20951871,22.84493427,-0.014694062,24.04629494,24.53348733,-0.000360497,-0.012714135,2.4912455,87.86222404,0,0,0.030616553,109.8548036,75.40547722
,,826,17.51171491,66.59579718,-346.8272336,0.007455833,0.262955256,0,0,62.2271529,22.79119583,-0.105663084,23.98805272,24.47293753,-0.002585886,-0.091200044,2.4912455,87.86222404,0,0,0.030193391,109.8852086,75.3355362
,,827,17.43188575,22.80857351,-108.8873465,0.021670083,0.764269004,0,0,62.2446247,22.81413286,-0.096312063,24.01206508,24.49950493,-0.002359598,-0.083219224,2.4912455,87.86222404,0,0,0.030055371,109.915333,75.26556796
,,828,17.3579461,0,0,-0.011254667,-0.396934001,0,0,62.26201962,22.78767091,-0.048074437,23.98453626,24.47095909,-0.001176428,-0.04149071,2.4912455,87.86222404,0,0,0.029927679,109.9453245,75.19567587
,,829,17.3399826,21.50922507,-95.06884422,0.022858,0.806164915,0,0,62.27936858,22.77839868,-0.088838233,23.97400309,24.46113092,-0.002173084,-0.076641167,2.4912455,87.86222404,0,0,0.029896665,109.9752367,75.12589696
,,830,17.41380744,17.31644797,-59.3588762,0.028513417,1.00562237,0,0,62.29674548,22.76119474,-0.069244882,23.95802286,24.44259162,-0.001692524,-0.059692614,2.4912455,87.86222404,0,0,0.030024289,110.0051971,75.05631985
,,831,17.45139736,0,0,-0.010894667,-0.38423738,0,0,62.31417808,22.72767289,-0.017032473,23.92087219,24.40640041,-0.000415701,-0.014661119,2.4912455,87.86222404,0,0,0.030089348,110.035254,74.98697723
,,832,17.45765421,12.06442544,-76.42989503,0.04102925,1.447035692,0,0,62.3316326,22.77849067,-0.128199233,23.97409991,24.46084274,-0.003135861,-0.110596786,2.4912455,87.86222404,0,0,0.030100008,110.0653486,74.91782765
,,833,17.44854095,21.8572013,-101.7688543,0.022634917,0.798297124,0,0,62.3490857,22.77991499,-0.094159534,23.97559899,24.46411373,-0.00230353,-0.081241784,2.4912455,87.86222404,0,0,0.030084255,110.0954408,74.84884238
,,834,17.4244946,0,0,-0.0079785,-0.281388869,0,0,62.36652222,22.86067242,-0.032711892,24.05917125,24.54825274,-0.00080302,-0.028321217,2.4912455,87.86222404,0,0,0.030042461,110.1255041,74.78000266
,,835,17.39531059,10.68534534,-69.805685,0.046159167,1.627959606,0,0,62.38393212,22.85107943,-0.131329406,24.04700493,24.53504008,-0.003222172,-0.113640835,2.4912455,87.86222404,0,0,0.029992058,110.1555214,74.71129595
,,836,17.17691864,0,-1028.393687,0.0016515,0.05824575,0,0,62.40121824,22.78918864,-0.069417712,23.98032644,24.46626547,-0.001698392,-0.059899562,2.4912455,87.86222404,0,0,0.02961486,110.1853249,74.64260555
,,837,17.17701398,0,0,-0.028678667,-1.011450471,0,0,62.4183952,22.79038422,-0.086884826,23.98061658,24.46393543,-0.002125545,-0.074964547,2.4912455,87.86222404,0,0,0.029615022,110.2149398,74.57394887
,,838,17.18593568,7.846375886,-49.28324187,0.062103833,2.190302368,0,0,62.43557668,22.78775011,-0.125120968,23.97578022,24.4617531,-0.003060678,-0.107945201,2.4912455,87.86222404,0,0,0.029630446,110.2445625,74.50546143
,,839,17.10832856,38.60948329,-96.37825526,0.012564,0.443112083,0,0,62.45272381,22.74173446,-0.049601781,23.92730118,24.41235711,-0.001210896,-0.042706369,2.4912455,87.86222404,0,0,0.029496478,110.274126,74.43709632
,,840,17.07667843,0,0,-0.011027833,-0.388933954,0,0,62.46981631,22.7707959,-0.067010236,23.95826448,24.44497183,-0.001638063,-0.057771861,2.4912455,87.86222404,0,0,0.029441705,110.3035951,74.36882894
,,841,17.03200503,6.966292709,-27.41534899,0.069323167,2.444916649,0,0,62.48687065,22.78285059,-0.077718186,23.97101232,24.45397788,-0.001900519,-0.067028243,2.4912455,87.86222404,0,0,0.029364479,110.3329982,74.30067854
,,842,17.03394773,0,0,-0.003085,-0.108802991,0,0,62.50390363,22.74284428,-0.074120274,23.92550674,24.41019998,-0.001809291,-0.063810775,2.4912455,87.86222404,0,0,0.02936795,110.3623644,74.23266465
,,843,17.15433858,54.07733866,-32.32777217,0.008994417,0.317218617,0,0,62.52099777,22.77475986,-0.011895015,23.95824368,24.44464885,-0.000290769,-0.010254971,2.4912455,87.86222404,0,0,0.029575885,110.3918363,74.16488467
,,844,17.14820613,7.436114123,-50.9123547,0.065386333,2.306070866,0,0,62.53814905,22.73772248,-0.136405557,23.91863787,24.4049602,-0.003328972,-0.117407498,2.4912455,87.86222404,0,0,0.029565396,110.4214069,74.09733299
,,845,17.06884167,0,0,-0.021170583,-0.746652442,0,0,62.55525757,22.74583049,-0.086561664,23.92626534,24.41353392,-0.002113276,-0.074531851,2.4912455,87.86222404,0,0,0.029428235,110.4509038,74.02989062
,,846,17.02882773,29.43026509,-84.45247224,0.016406083,0.578616186,0,0,62.57230641,22.77953178,-0.056664117,23.96358606,24.45170559,-0.001385534,-0.048865567,2.4912455,87.86222404,0,0,0.029358999,110.4802974,73.96253712
,,847,17.11769118,7.934829659,-47.4636368,0.061167667,2.157285274,0,0,62.58937966,22.7970039,-0.118652651,23.98209545,24.46839477,-0.00290324,-0.102392605,2.4912455,87.86222404,0,0,0.029512496,110.5097331,73.89537151
,,848,17.15259369,0,0,-0.03658625,-1.290338224,0,0,62.60651481,22.75798349,-0.055090335,23.94130433,24.42799558,-0.001345746,-0.047462314,2.4912455,87.86222404,0,0,0.029572918,110.5392758,73.82843727
,,849,17.29792093,15.16812921,-71.61285294,0.03233525,1.140412288,0,0,62.62374006,22.82251808,-0.094522389,24.0110038,24.49810586,-0.00231562,-0.081668177,2.4912455,87.86222404,0,0,0.029823852,110.5689742,73.76176686
,,850,17.01685097,13.45164107,-60.93851319,0.035868917,1.26503903,0,0,62.64089745,22.81885467,-0.089239133,24.00585744,24.49372122,-0.002185798,-0.077089598,2.4912455,87.86222404,0,0,0.029338193,110.5985552,73.69517347
,,851,16.84666333,0,0,-0.05371825,-1.894556324,0,0,62.65782921,22.80805243,-0.038895601,23.99242677,24.48089913,-0.000952199,-0.033582538,2.4912455,87.86222404,0,0,0.029044167,110.6277464,73.62847145
,,852,16.79381255,7.041764751,-48.69311999,0.067621083,2.384886906,0,0,62.67464945,22.76600362,-0.134744536,23.94871012,24.43647532,-0.003292682,-0.116127584,2.4912455,87.86222404,0,0,0.028952969,110.656745,73.56179512
,,853,16.73435536,14.18531884,-76.54562168,0.033449083,1.179695399,0,0,62.69141353,22.74334001,-0.104875336,23.92712296,24.41356544,-0.002560381,-0.090300518,2.4912455,87.86222404,0,0,0.028850303,110.6856466,73.4952093
,,854,16.82995056,0,0,-0.062509417,-2.20460664,0,0,62.70819568,22.71400806,-0.063650176,23.89491374,24.37995711,-0.001551789,-0.054729088,2.4912455,87.86222404,0,0,0.029015553,110.7145796,73.42880056
,,855,16.8691358,6.295721548,-24.61660476,0.075973417,2.679460276,0,0,62.72504523,22.72286065,-0.076684215,23.90345453,24.38842959,-0.001870208,-0.065959215,2.4912455,87.86222404,0,0,0.029083234,110.7436289,73.36262599
,,856,16.88820546,44.30326776,-257.416948,0.010808417,0.381195481,0,0,62.7419239,22.80627302,-0.113688889,23.98758457,24.472661,-0.00278227,-0.098126177,2.4912455,87.86222404,0,0,0.029115949,110.7727285,73.29664007
,,857,16.84907201,0,0,-0.056228917,-1.983103501,0,0,62.75879254,22.82610429,-0.050920084,24.00495305,24.49316572,-0.001247194,-0.04398653,2.4912455,87.86222404,0,0,0.029048279,110.8018106,73.23079642
,,858,16.73351067,8.802592964,-28.88029525,0.05390025,1.900975171,0,0,62.77558383,22.80042407,-0.063626926,23.97839848,24.46535177,-0.001556655,-0.054900724,2.4912455,87.86222404,0,0,0.028848686,110.8307591,73.16501611
,,859,16.81529406,0,0,-0.002671583,-0.09422245,0,0,62.79235823,22.82474484,-0.128288854,24.0040404,24.49383965,-0.003142287,-0.110823398,2.4912455,87.86222404,0,0,0.028989921,110.8596784,73.0993693
,,860,16.90222183,0,0,-0.006042,-0.213091627,0,0,62.80921699,22.85474641,-0.017411041,24.03585092,24.52454677,-0.000426998,-0.015059529,2.4912455,87.86222404,0,0,0.029140031,110.8887434,73.03397324
,,861,16.96654023,6.854685892,-25.15852395,0.070181083,2.475173991,0,0,62.82615137,22.81103221,-0.07213671,23.98936093,24.47647619,-0.001765652,-0.062271724,2.4912455,87.86222404,0,0,0.029251285,110.9179391,72.96881692
,,862,16.87558681,0,-584.4378164,0.004161583,0.146772354,0,0,62.84307243,22.83241594,-0.099280773,24.009328,24.49806356,-0.002432187,-0.085779314,2.4912455,87.86222404,0,0,0.029094073,110.9471117,72.90379632
,,863,16.86974323,0,0,-0.014780417,-0.521281536,0,0,62.8599451,22.81082969,-0.023442997,23.98494983,24.47335249,-0.000573729,-0.02023449,2.4912455,87.86222404,0,0,0.029084037,110.9762008,72.83887033
,,864,16.77161775,16.89551062,-68.22402447,0.028146083,0.992667113,0,0,62.87676578,22.78105653,-0.078567063,23.9542892,24.44076435,-0.001920239,-0.067723745,2.4912455,87.86222404,0,0,0.028914579,111.0052001,72.77403446
,,865,16.78512509,25.83672739,-178.1529851,0.0184205,0.649661423,0,0,62.89354415,22.82718899,-0.134006658,24.00021219,24.48883585,-0.003281667,-0.115739122,2.4912455,87.86222404,0,0,0.028937789,111.0341263,72.70929959
,,866,16.65794187,13.22146711,-34.71766709,0.035723667,1.259916296,0,0,62.91026568,22.83157666,-0.050640428,24.00275669,24.49115105,-0.001240242,-0.043741355,2.4912455,87.86222404,0,0,0.028718039,111.0629542,72.64464859
,,867,16.6610845,40.9863257,-119.1049069,0.011526,0.406503492,0,0,62.92692519,22.81878824,-0.056085626,23.98840773,24.47691619,-0.001372803,-0.04841656,2.4912455,87.86222404,0,0,0.028723503,111.091675,72.5800752
,,868,16.55899966,37.01696078,-266.5450019,0.01268375,0.447335473,0,0,62.94353524,22.781545,-0.138353582,23.9468689,24.43587012,-0.00338079,-0.119235034,2.4912455,87.86222404,0,0,0.028547232,111.1203103,72.51559359
,,869,16.52321796,23.93172028,-38.18924527,0.0195765,0.690431685,0,0,62.96007635,22.82137897,-0.030542495,23.98751275,24.47775669,-0.000747612,-0.026367065,2.4912455,87.86222404,0,0,0.028485307,111.1488266,72.45118107
,,870,16.58699204,0,0,-0.017996833,-0.634719381,0,0,62.97663145,22.86522983,-0.11424364,24.03528757,24.52589084,-0.002801927,-0.098819463,2.4912455,87.86222404,0,0,0.028595369,111.177367,72.3869327
,,871,16.53554942,38.03945545,-289.113977,0.012325333,0.434694693,0,0,62.99319272,22.77928369,-0.145849467,23.94365345,24.43221915,-0.003563426,-0.125676312,2.4912455,87.86222404,0,0,0.028506724,111.205918,72.32283895
,,872,16.6318225,23.36244278,-29.36850828,0.020185333,0.711904258,0,0,63.00977641,22.79341779,-0.024251096,23.95676752,24.44479738,-0.000592813,-0.020907566,2.4912455,87.86222404,0,0,0.028673016,111.2345079,72.2589179
,,873,16.64436267,46.12712063,-291.6725541,0.010231167,0.360836801,0,0,63.0264145,22.8408916,-0.121826285,24.00569426,24.49512861,-0.002984151,-0.105246191,2.4912455,87.86222404,0,0,0.028694553,111.2631917,72.19520561
,,874,16.54765113,10.57938279,-41.79353338,0.044349667,1.56414145,0,0,63.04301051,22.72214898,-0.07606012,23.88012418,24.36926585,-0.001853529,-0.065370998,2.4912455,87.86222404,0,0,0.028527786,111.2918028,72.13159097
,,875,16.4415841,0,0,-0.016976917,-0.59874856,0,0,63.05950512,22.75335609,-0.037036508,23.91189089,24.40028704,-0.000903701,-0.031872096,2.4912455,87.86222404,0,0,0.028344454,111.3202389,72.06800586
