Exported data
Parameter,Value,Time (s),HRR (kW/m²),EHC (MJ/kg),SEA (m²/kg),MLR (g/s),Specific MLR (g/s·m²),COY (kg/kg),CO2Y (kg/kg),THR (MJ/m²),MFR (g/s),k (1/m),V stack (l/s),V smoke (l/s),SPR (m²/s),RSR ((m²/s)/m²),TSP (m²),TSR (m²/m²),COP (g/s),CO2P (g/s),O2C (g/s),TOC (g),ARHE(kW/m²).Specimen mass (g)
EHC(0-20) (MJ/kg),0.283129591863363,71,239.463406012407,23.1160877817468,157.008492180998,0.103591666666664,10.3591666666664,0.0102969182912146,2.54455531699105,12.2779714150437,23.2093290878304,0.652058201378774,23.5896236289393,24.9437417571893,0.0162647713858495,1.62647713858495,1.06023497784653,106.023497784653,0.00106667492731738,0.263594726212625,0.185035569969779,8.8001427721798,172.92917485977,111.484362
MLR(0-20) (g/s),-0.0367449708333325,72,236.723596683165,12.5022749997378,94.9648108351986,0.18934441666667,18.934441666667,0.00553481263922262,1.39471870605987,12.5160649163915,23.1546578941856,0.722920752909468,23.5268450300543,24.8727908821053,0.0179810567114513,1.79810567114513,1.07735789189518,107.735789189518,0.00104798587053292,0.264082199812999,0.183406245726543,8.98436368002796,173.834234949881,111.325901
SEA(0-20) (m²/kg),-70.9224678739051,73,232.74842866907,10.2184828982083,65.8968025228242,0.227771999999999,22.7771999999999,0.00456404435291448,1.15521869017342,12.7508009290676,22.9738279940664,0.608658681179477,23.3355629140743,24.659874192779,0.0150094465042287,1.50094465042287,1.09385314350302,109.385314350302,0.00103956151035203,0.26312647149818,0.180817386955357,9.16647549636891,174.668505877638,111.117097
COY(0-20) (kg/kg),-0.00452828890306576,74,229.759473665633,14.1947900214671,103.229496533755,0.161861833333331,16.1861833333331,0.00627349070379738,1.61975896264215,12.9820548802349,22.8738100132103,0.681233240303191,23.2199161443276,24.5274519422949,0.0167089155630304,1.67089155630304,1.10971232453665,110.971232453665,0.00101543870671625,0.262177155251353,0.178824718760204,9.34629654922669,175.433174057229,110.897104
CO2Y(0-20) (kg/kg),-0.487316205268713,75,230.298080192356,18.8077374129703,176.06194418359,0.122448583333334,12.2448583333334,0.00803247485504512,2.16678561102846,13.2120836571639,23.148611953624,0.869264787110073,23.4810484918526,24.8008845680565,0.0215585356441932,2.15585356441932,1.12884605014026,112.884605014026,0.000983565166660902,0.265319828457488,0.179575322897249,9.52549657005541,176.161115428852,110.78725
HRR(20-852) (kW/m²),144.625948323263,76,228.576749947023,12.8702702241703,147.535336389058,0.17760058333333,17.760058333333,0.00548033974478593,1.49831488440679,13.4415210722336,23.1405101970442,1.05767009244901,23.4578918498675,24.7736624038453,0.0262023618049757,2.62023618049757,1.15272649886484,115.272649886484,0.000973311535538815,0.266101597487657,0.178620105532318,9.7045942842702,176.862119371495,110.629467
EHC(20-852) (MJ/kg),12.3693301223281,77,226.242944702688,13.1249487503462,133.017557103251,0.172376250000002,17.2376250000002,0.00562003199577202,1.53787295771913,13.6689309195585,23.0322982650157,0.930333440083936,23.3388050017098,24.6460749336827,0.0229290676776195,2.29290676776195,1.17729221360614,117.729221360614,0.000968760040311206,0.265092773428035,0.177034711320937,9.88242169269683,177.518583370889,110.445384
MLR(20-852) (g/s),0.116923349559295,78,226.386744542474,17.3412095161981,152.499110181055,0.130548416666675,13.0548416666675,0.00743487944938664,2.03650258236468,13.895245764181,23.0988412032195,0.805897157204666,23.3984506449947,24.7035458547443,0.0199085173772136,1.99085173772136,1.19871100613356,119.871100613356,0.000970611740225025,0.265862187665303,0.177229900005423,10.05955399836,178.14417646386,110.293383
SEA(20-852) (m²/kg),78.0431089672163,79,228.161963895364,14.048855757888,97.3172915632029,0.162406083333341,16.2406083333341,0.00602932134984157,1.65360997619338,14.1225201184,23.3317036753828,0.633998995782309,23.6194697405203,24.928935642692,0.0158049201633886,1.58049201633886,1.21656772490386,121.656772490386,0.000979198465585861,0.268556319594506,0.178703512930865,10.2375207048281,178.766077448101,110.167093
COY(20-852) (kg/kg),0.00507731844453224,80,227.29946610729,12.3989304478528,81.0233628747529,0.183321833333335,18.3321833333335,0.00532668849113028,1.46113595832016,14.3502508334013,23.273157786439,0.597763805719431,23.5509105027797,24.8481946931451,0.0148533514250318,1.48533514250318,1.23189686069807,123.189686069807,0.000976498299789581,0.267858122628512,0.178071421032119,10.4159081718096,179.378135417516,109.96972
CO2Y(20-852) (kg/kg),1.5314390458045,81,224.649922973367,12.3122552867882,106.827577870376,0.182460416666661,18.2460416666661,0.00530294184630204,1.45183504481949,14.5762255279416,23.0157602401079,0.793738637005776,23.2809918855348,24.5569554774957,0.0194918043697189,1.94918043697189,1.24906943859544,124.906943859544,0.000967576978835343,0.264902427209025,0.176019538327909,10.5929536514897,179.953401579526,109.804953
,,82,223.769118895053,9.95602455513379,85.2710624366862,0.224757500000005,22.4757500000005,0.00428587748347929,1.170098128081,14.8004350488758,22.9244327414251,0.784028897669392,23.1829649322648,24.4446484977592,0.0191653108156139,1.91653108156139,1.26839799618811,126.839799618811,0.000963283108493117,0.262988330022171,0.175199097386019,10.7685629693466,180.493110352144,109.596125
,,83,223.24416773823,10.3845565432701,72.5571345355143,0.214977083333335,21.4977083333335,0.00447163440787148,1.21883734119092,15.0239416921925,22.8605867134054,0.640085696898991,23.1116672338287,24.3688012918226,0.0155981211574693,1.55981211574693,1.28577971217465,128.577971217465,0.000961298922737196,0.262022096666981,0.174737625461837,10.9435313307705,181.011345689066,109.367858
,,84,223.922817032132,11.6552053978803,101.354082065754,0.192122583333328,19.2122583333328,0.00472476510037921,1.37035083168563,15.2475251845777,22.9690321691727,0.795152784508658,23.2257911306558,24.4888887484475,0.0194724080778508,1.94724080778508,1.30331497679231,130.331497679231,0.000907734076728005,0.263275341856417,0.175309303327357,11.1185547951651,181.518156959258,109.17005
,,85,224.726744186926,10.8872730886679,92.1862852236357,0.206412333333345,20.6412333333345,0.00433173206742807,1.27475781113695,15.4718499651872,23.0315986555759,0.775204796275592,23.2889265924846,24.546269999572,0.0190283862343439,1.90283862343439,1.32256537394841,132.256537394841,0.000894122923412702,0.263125734231685,0.175771969223198,11.2940954314404,182.02176429632,108.976078
,,86,224.813366609042,12.7540718050338,82.1716820036099,0.17626791666667,17.626791666667,0.00511393843976118,1.50365929740902,15.6966200205852,23.2196474767986,0.58582744157534,23.4675712557279,24.7243986331932,0.0144842311957724,1.44842311957724,1.33932168266347,133.932168266347,0.000901423274738303,0.265046891730757,0.176088386494557,11.4700256092993,182.518837448665,108.767356
,,87,223.33291422394,15.3477853086334,104.967821550862,0.145514749999996,14.5514749999996,0.00582211839982756,1.81908129891051,15.9206931610017,23.2662566440698,0.617107101987107,23.4994607436246,24.7515646179306,0.0152743663110178,1.52743663110178,1.35420098141686,135.420098141686,0.000847204103421281,0.26470316044063,0.175091006909732,11.6456153060014,182.996473114962,108.623254
,,88,222.083527858141,12.83358792275,92.6446308076586,0.173048666666674,17.3048666666674,0.00479371443718259,1.53143816195637,16.1434013820427,23.3132461404161,0.646792749353135,23.5388021241466,24.7869659193387,0.0160320298350915,1.60320298350915,1.36985417948992,136.985417948992,0.000829545891735231,0.26501333200901,0.174348706948986,11.8203351629308,183.447742977758,108.462673
,,89,220.416797220776,13.639934645152,91.6611825823015,0.161596666666668,16.1596666666668,0.00512309080704317,1.63362057974957,16.3646515445822,23.3004680372578,0.598389992766103,23.5152127991005,24.7533243321041,0.0148121415680248,1.48121415680248,1.38527626519148,138.527626519148,0.000827874397448826,0.263987640285599,0.173163187417488,11.994091110114,183.872489264968,108.284791
,,90,214.92866530136,12.8254429036909,97.6674851809355,0.167579916666665,16.7579916666665,0.00489475816502611,1.5527630703844,16.5823242758432,23.0600768279653,0.668245594950077,23.2669909399621,24.4926553221599,0.0163671090276639,1.63671090276639,1.40086589048932,140.086589048932,0.000820263165398555,0.260211905938094,0.169226954153877,12.1652861808997,184.248047509369,108.136236
,,91,211.051588248,12.2224042859466,86.3929393083314,0.172675999999991,17.2675999999991,0.00473940636059234,1.50147611571545,16.7953144026179,22.9999928972474,0.611084926856015,23.2031769066653,24.4122977550052,0.0149179871880047,1.49179871880047,1.41650843859716,141.650843859716,0.000818381732721599,0.259268889757267,0.166689993051997,12.3332446545027,184.563894534263,107.950918
,,92,209.293492569507,15.8161271503141,79.8701353117875,0.132329166666665,13.2329166666665,0.00620942995773834,1.96050773192231,17.0054869430267,23.0929324532907,0.431588032259832,23.2863450991827,24.4889748031743,0.0105691484473626,1.05691484473626,1.42925200641484,142.925200641484,0.000821688691782538,0.259432354408833,0.165613364557926,12.4993963333076,184.842249380725,107.802648
,,93,208.94265570935,26.1022793555512,173.958737218523,0.0800476666666713,8.00476666666713,0.0103400669341888,3.25853626253799,17.2146050171661,23.3155637943243,0.563363275445182,23.5008727208987,24.7176051715823,0.0139249910106234,1.39249910106234,1.44149907614383,144.149907614383,0.000827698231259012,0.260838224564902,0.165578060551432,12.6649920458623,185.103279754474,107.688199
,,94,206.446931091386,19.3665341338612,169.584176865673,0.10659983333333,10.659983333333,0.00775772740290109,2.43566895557352,17.4222998105665,23.2282967453025,0.734287445263661,23.4106101893485,24.6193028444871,0.0180776449898508,1.80776449898508,1.45750039414407,145.750039414407,0.000826972448194667,0.259641904719305,0.163864587029405,12.8297133696527,185.343615006026,107.622434
,,95,204.748215623865,13.4754710147955,115.092274939706,0.151941416666668,15.1941416666668,0.00543430548968242,1.70106539297597,17.6278973839241,23.198747207539,0.711725933146589,23.3741945606139,24.5702488659027,0.0174872833017285,1.74872833017285,1.47528285828986,147.528285828986,0.000825696074701796,0.25846228565141,0.162639625843701,12.9929654760893,185.556814567622,107.469778
,,96,202.950810491763,16.2752447786042,131.512682451743,0.124699083333338,12.4699083333338,0.00643039420717208,2.0594012227971,17.8317468969819,23.1491033239593,0.669305858151873,23.3157855695433,24.5022671603741,0.0163995109484406,1.63995109484406,1.49222625541494,149.222625541494,0.000801864263106362,0.256805444698352,0.161276248886784,13.1549234134545,185.747363510228,107.334478
,,97,200.822830174026,13.7628045727354,120.501013513493,0.145917083333337,14.5917083333337,0.00518146531503996,1.74560816604913,18.0336337173148,23.0607408597719,0.720851006118635,23.2205839288152,24.3922201416838,0.0175831564306,1.75831564306,1.50921758910446,150.921758910446,0.000756064306163483,0.254714052232745,0.159639856297653,13.3153814660467,185.913749663039,107.207848
,,98,201.27575106073,7.82594541762441,68.3985806449128,0.257190333333334,25.7190333333334,0.00293476663349546,0.998889682687075,18.2346830079322,23.2796966578602,0.715058841397187,23.4305111576485,24.6014072369474,0.017591453755592,1.7591453755592,1.52680489419756,152.680489419756,0.000754793608724242,0.256904770453517,0.160217848182065,13.4753103182866,186.068193958491,107.023383
,,99,201.746324277517,9.44630197006471,50.6729405190952,0.21357175,21.357175,0.00355468807860955,1.20795002144702,18.4361940456013,23.4578340192116,0.436872130000433,23.6012345897634,24.7722567798004,0.0108223085843091,1.08223085843091,1.54101177536751,154.101177536751,0.000759180953652778,0.257983999992978,0.160648558571144,13.6357435216632,186.224182278801,106.732023
,,100,201.04445851408,20.0640836032249,121.738438727788,0.100201166666673,10.0201166666673,0.00758092974944408,2.56332482624297,18.6375894369971,23.456969144492,0.49262618000541,23.5968443844116,24.761845967199,0.0121983335887036,1.21983335887036,1.55252209645402,155.252209645402,0.000759618005312385,0.256848138135192,0.16004464393106,13.7960901229143,186.375894369971,106.614162
,,101,199.247099201411,14.9630311400609,102.058061386474,0.133159583333327,13.3159583333327,0.0052198009626761,1.91161807254758,18.8377352158548,23.3472732124949,0.551479708455228,23.4865604346623,24.6428086503809,0.01359000893003,1.359000893003,1.56541626771338,156.541626771338,0.000695066521272851,0.254550266032895,0.158577802805535,13.9554013462826,186.512229859949,106.496941
,,102,199.149211770359,11.8554664257214,94.0918811706716,0.167980916666668,16.7980916666668,0.00405581392819861,1.51820126833198,19.0369333713407,23.4102428222745,0.63984456326046,23.5491765943256,24.7023126513722,0.0158056404499406,1.58056404499406,1.58011409240337,158.011409240337,0.000681299341488243,0.255028840738905,0.158574958344303,14.1139777268575,186.636601679811,106.345141
,,103,198.376432821189,14.4152070031441,103.452212965292,0.137616083333331,13.7616083333331,0.00494913659301339,1.84362859964827,19.2356961936365,23.3698060169603,0.577445166108002,23.5073749318798,24.6546151843383,0.0142366883604491,1.42366883604491,1.59513525680856,159.513525680856,0.000681080793812168,0.253712947004908,0.157905218740392,14.2722178153999,186.754331977053,106.17777
,,104,197.537498322479,25.6134441799881,208.071717105358,0.0771225833333323,7.71225833333323,0.00879775507344452,3.27045065632449,19.4336531592083,23.3376672010521,0.651825515067673,23.4743861460701,24.6185949626435,0.0160470283417675,1.60470283417675,1.61027711515967,161.027711515967,0.000678505598797972,0.252225603279937,0.157166897882819,14.4297538737115,186.862049607772,106.076565
,,105,195.671427222492,17.1105896281591,115.992994363945,0.114356916666666,11.4356916666666,0.00537999347801059,2.18285993532492,19.6302576219808,23.1982240620162,0.54230924634183,23.3326810752048,24.4594782033898,0.0132646011903947,1.32646011903947,1.62493292992575,162.493292992575,0.000615239465832066,0.249625131718957,0.155616760772079,14.5861457030389,186.954834495055,105.999726
,,106,195.535638503364,12.7684999966823,77.4924445182319,0.153139083333337,15.3139083333337,0.00391794129721128,1.63372584721562,19.8258611548437,23.2722532760973,0.483867920148885,23.4031857881913,24.5255397694686,0.0118671219187815,1.18671219187815,1.63749879148034,163.749879148034,0.000599989938808763,0.250187278660579,0.155600933084907,14.7417545499674,187.036425989092,105.84626
,,107,196.214057974507,14.389942281142,84.7578820138691,0.136354999999997,13.6354999999997,0.00444285518701285,1.84170257703506,20.0217360030827,23.4422517453038,0.467853847363891,23.5694944921814,24.7025028587867,0.0115571610020009,1.15571610020009,1.64921093294073,164.921093294073,0.000605805519025124,0.25112535489161,0.156140986896771,14.8976255099583,187.119028066193,105.707613
,,108,195.628739155525,19.0370237276362,107.702134047135,0.102762249999998,10.2762249999998,0.00591008873348056,2.4370991066873,20.2176574016477,23.4824170233985,0.44721254232441,23.6138670624678,24.748218301213,0.011067713624485,1.1067713624485,1.66052337025397,166.052337025397,0.0006073340159521,0.250441787676171,0.15567184374412,15.0535319252787,187.200531496738,105.57733
,,109,193.486967671984,13.6407643811295,76.3291322195055,0.141844666666665,14.1844666666665,0.00426634920018178,1.75759661838386,20.4122152550614,23.3983159458002,0.439045394618466,23.5353901890718,24.6600475698879,0.0108268803166316,1.08268803166316,1.67147066722453,167.147066722453,0.000605158880183378,0.249305706469117,0.154186483436828,15.2084610888692,187.268029862949,105.484546
,,110,192.715927116814,10.8761792859946,56.9034046089757,0.177190833333335,17.7190833333335,0.00308257464861901,1.40337031114313,20.6053167024558,23.4198879612075,0.408505788093679,23.5588789746782,24.6820534152534,0.0100827616821684,1.00827616821684,1.68192548822393,168.192548822393,0.000546203970801016,0.248664354906713,0.153587511960737,15.362348086568,187.321060931417,105.294871
,,111,190.596036830083,15.1614044474975,83.7511481971017,0.125711333333333,12.5711333333333,0.00419302100222894,1.96257755387681,20.7969726844293,23.3408357331627,0.428115399040343,23.4792254177922,24.5925947341666,0.0105284685080552,1.05284685080552,1.69223110331904,169.223110331904,0.000527110260884867,0.246718241067924,0.151987512362328,15.5151355987295,187.360114274138,105.150077
,,112,189.344579397007,13.5759995887051,98.8297749942527,0.139470083333338,13.9470083333338,0.00377341416757372,1.75724643276719,20.9869429925428,23.2734027346335,0.562236551683509,23.4065162872387,24.5160100548258,0.0137837969542635,1.37837969542635,1.7043872360502,170.43872360502,0.000526278388402706,0.245083306415251,0.150977145901277,15.6666179278613,187.383419576275,105.027868
,,113,189.530221588472,8.99400874289286,50.1388096918253,0.210729416666667,21.0729416666667,0.00252017807071098,1.16705108875033,21.1763803930356,23.3896207469882,0.428978516311894,23.5207500060877,24.6299563193916,0.0105657221187194,1.05657221187194,1.7165619955867,171.65619955867,0.000531075654737053,0.245931995152557,0.151205597418849,15.8177092995214,187.401596398545,104.857058
