 (s),(kW/m²), (MJ/kg),(m²/kg), (g/s),(g/s·m²)
Time,HRR ,EHC,SEA ,MLR,Specific MLR 
1283,37.26977207,0,-361.1660171,0.0009695,0.109671946
1284,36.67966322,12.89556449,-11.66186429,0.025144167,2.844362745
1285,37.34160456,37.44219871,-22.32406857,0.00881625,0.997313348
1286,37.60520548,8.676425597,-6.678822277,0.038314167,4.33418175
1287,38.09406446,15.21886045,-18.71195258,0.02212725,2.503082579
1288,37.74194292,0,0,-0.004081333,-0.461689291
1289,37.38591781,0,-171.2011918,0.00266575,0.30155543
1290,37.32327636,0,0,-0.01661825,-1.879892534
1291,37.46563314,22.86963836,-26.10135393,0.014481917,1.638225867
1292,37.60926347,9.458959951,-11.72917986,0.03514825,3.97604638
1293,37.2392987,0,0,-0.0096685,-1.093721719
1294,37.00200141,0,0,-0.002598667,-0.293966817
1295,37.23345616,6.889696186,-10.02124255,0.047773333,5.404223228
1296,37.42728566,11.16330844,-13.95024939,0.029637917,3.352705505
1297,36.79743552,0,0,-0.003393917,-0.383927225
1298,36.58858524,40.54102991,-51.65999366,0.007978167,0.902507541
1299,36.55071143,25.3696835,-29.62520681,0.012736,1.440723982
1300,37.17860647,27.34266898,-32.79276694,0.01202,1.359728507
1301,36.90013574,31.6816783,-40.1384958,0.010296083,1.164715309
1302,35.90958124,36.40583728,-39.19579326,0.0087195,0.986368778
1303,36.77726003,15.03739465,-17.04674044,0.021620167,2.445720211
1304,36.64109393,16.36859784,-22.10605815,0.019788333,2.238499246
1305,35.43117213,8.178239036,-11.23310107,0.038298167,4.332371795
1306,36.0456818,23.69143122,-30.85632118,0.01344975,1.521464932
1307,35.35856325,0,0,-0.010148167,-1.147982655
1308,34.52921454,6.838693743,-7.574598176,0.044634,5.049095023
1309,34.29736824,4.460133651,-5.658835907,0.0679775,7.689762443
1310,34.71297318,14.01087506,-19.07906022,0.02190175,2.477573529
1311,34.77600804,0,0,-0.017179167,-1.943344646
1312,34.74135866,0,0,-0.014865083,-1.681570513
1313,34.53563064,0,0,-0.002737333,-0.309653092
1314,34.68365917,5.403578499,-5.435928455,0.056740833,6.418646305
1315,35.55131168,5.877962557,-5.599050079,0.053466417,6.048237179
1316,36.39395545,0,0,-0.012072917,-1.365714555
1317,35.6440349,0,-102.154184,0.00286275,0.323840498
1318,35.35051246,0,0,-0.0007715,-0.087273756
1319,34.85450134,0,0,-0.044990833,-5.089460784
1320,34.57003615,0,-404.1259372,0.000812667,0.091930618
1321,34.31022534,3.115368297,-4.20218062,0.097356833,11.01321644
1322,34.67236817,8.037527268,-11.5349773,0.038134083,4.313810332
1323,35.58639537,0,0,-0.050917833,-5.759935897
1324,34.81614608,21.45145366,-26.99250111,0.0143475,1.623020362
1325,34.26273496,11.33164433,-10.69949032,0.026728917,3.023633107
1326,34.58651234,17.02057084,-20.21873884,0.01796325,2.032041855
1327,34.44693687,16.21737364,-22.22788464,0.018776833,2.124076169
1328,34.79391614,0,-152.0137078,0.002576833,0.291496983
1329,36.32842405,19.64759829,-20.40352233,0.016345167,1.849000754
1330,36.50979411,42.90844284,-59.25048319,0.00752175,0.850876697
1331,35.5283148,0,0,-0.010504667,-1.188310709
1332,35.19194218,39.80764797,-37.68740075,0.007815,0.884049774
1333,36.1194248,20.76911468,-25.27714517,0.015373583,1.739093137
1334,35.9643854,0,0,-0.004274917,-0.483587858
1335,34.84643023,8.859176994,-9.444241841,0.034771,3.933371041
1336,33.47619132,7.150546337,-8.531540312,0.041385583,4.681627074
1337,33.61518834,0,0,-0.039285167,-4.444023379
1338,33.72431324,0,0,-0.047570667,-5.381297134
1339,33.72274521,5.815674812,-5.814001424,0.051259583,5.7985954
1340,34.83907637,3.634452355,-3.898497535,0.084738333,9.585784314
1341,34.21596309,10.29682089,-13.47462124,0.029375,3.322963801
1342,33.5673908,0,0,-0.013430083,-1.519240196
1343,33.64171054,0,-100.2337878,0.00339375,0.383908371
1344,33.89125717,13.78680278,-16.57424978,0.021730833,2.458239065
1345,35.25274208,0,0,-0.005296667,-0.599170437
1346,35.84840473,0,0,-0.027335417,-3.092241704
1347,36.07943923,0,0,-0.009402083,-1.063584087
1348,36.48163566,12.29788396,-16.49314009,0.026223833,2.966496983
1349,36.4977518,5.141074497,-4.831578385,0.062757333,7.099245852
1350,37.33667882,5.058746678,-4.831184417,0.065244667,7.380618401
1351,37.71509204,0,0,-0.0260835,-2.950622172
1352,36.80346418,0,0,-0.014556333,-1.646644042
1353,35.55747012,4.639745069,-5.201414652,0.067746833,7.663668929
1354,34.90091391,0,0,-0.000140667,-0.015912519
1355,35.03675601,0,0,-0.02963575,-3.352460407
1356,35.48481196,0,0,-0.025179583,-2.848369155
1357,35.27650508,18.98239122,-20.16076221,0.016428083,1.858380468
1358,34.89732848,4.937563495,-6.541558952,0.062478667,7.067722474
1359,34.10112499,31.91339667,-35.29572987,0.009446,1.068552036
1360,33.81221791,21.92393782,-28.00417482,0.0136335,1.542251131
1361,34.18965252,15.11365265,-20.45062202,0.019997583,2.26217006
1362,34.43718498,29.51043366,-38.37016029,0.010315833,1.166949472
1363,34.61972965,0,0,-0.001531667,-0.17326546
1364,34.48601306,0,0,-0.013840083,-1.565620287
1365,34.45794767,17.87712057,-13.41640094,0.017039,1.927488688
1366,34.75085199,0,0,-0.002639833,-0.29862368
1367,34.47699087,14.66112072,-13.16522561,0.020788083,2.351593137
1368,33.12020305,3.929651235,-5.212196161,0.074506,8.428280543
1369,32.89684599,0,0,-0.07311775,-8.271238688
1370,33.45645765,0,0,-0.089165167,-10.08655732
1371,33.13208042,2.903626458,-3.132483925,0.100869583,11.41058635
1372,32.58041551,3.99349519,-4.182532752,0.07212,8.158371041
1373,32.00433482,33.64837248,-31.79360211,0.008408083,0.951140649
1374,32.03870422,12.59567482,-14.01527011,0.022485667,2.543627451
1375,32.67495749,14.64188794,-17.68032877,0.019727417,2.23160822
1376,32.82421998,19.43944426,-22.23576284,0.014926667,1.688536953
1377,32.62069999,0,0,-0.018832583,-2.13038273
1378,32.6441148,23.02804084,-31.61004345,0.012531417,1.417581071
1379,33.65903933,5.385275718,-5.557824662,0.05525175,6.250197964
1380,34.45171082,6.587080622,-6.172537731,0.046234917,5.230194193
1381,34.34553459,13.26899573,-14.34857642,0.0228815,2.588404977
1382,33.46573689,0,0,-0.008518667,-0.963650075
1383,33.3393329,0,0,-0.046749333,-5.288386124
1384,33.66903336,0,0,-0.011222083,-1.26946644
1385,33.63867171,5.894775062,-6.1716334,0.050445667,5.706523379
1386,34.42332338,6.829171221,-7.977814404,0.044559167,5.040629713
1387,34.22215739,0,0,-0.00167775,-0.189790724
1388,33.68608306,0,0,-0.017679667,-1.999962293
1389,33.36267286,61.22713938,-72.83633227,0.004816917,0.544900075
1390,33.54312398,36.69249385,-39.38742551,0.00808125,0.914168552
1391,33.36002991,7.833815116,-7.841937604,0.037644833,4.258465309
1392,33.7239242,10.11200115,-9.98314888,0.02948175,3.335039593
1393,33.27568863,13.32731149,-16.68714489,0.02207175,2.496804299
1394,33.16842146,13.29639805,-16.89177555,0.02205175,2.494541855
1395,33.35612997,0,0,-0.013730333,-1.553205128
1396,32.67101639,0,0,-0.016454,-1.861312217
1397,32.87721366,0,0,-0.001923833,-0.217628205
1398,33.15622142,9.63186943,-8.794715661,0.030430333,3.4423454
1399,32.48666014,8.987476384,-8.666220821,0.031953583,3.614658748
1400,32.58534642,0,0,-0.013463667,-1.523039216
1401,32.94431286,0,0,-0.017463167,-1.975471342
1402,32.57551778,0,0,-0.0064895,-0.734106335
1403,31.69648494,10.12561734,-12.28623668,0.027672083,3.130326169
1404,32.45672293,8.386292525,-11.5780436,0.034212667,3.870211161
1405,32.19430687,0,0,-0.030066667,-3.401206637
1406,31.708921,7.445415434,-8.470263746,0.03764825,4.25885181
1407,31.69053613,3.68690209,-4.160422356,0.075983667,8.595437406
1408,31.29541182,0,0,-0.010435083,-1.180439291
1409,31.6057258,52.14694051,-63.30423832,0.005357833,0.606089744
1410,31.54619519,11.76560482,-13.65585225,0.023702,2.681221719
1411,30.87880821,0,0,-0.010652667,-1.20505279
1412,31.46209648,0,0,-0.038883167,-4.398548265
1413,31.67633156,45.74473497,-41.45967998,0.006121333,0.692458522
1414,32.50766234,7.843505365,-9.236483039,0.036637667,4.144532428
1415,33.10672228,0,0,-0.012522,-1.416515837
1416,33.12095614,5.237139244,-4.689068352,0.055906333,6.324245852
